Koordinatensystem : Lambert konform konisch
Rechtswert        : 3900500 Meter
Hochwert          : 3010500 Meter
Hoehenlage        : 2 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3900500 3010500  1  7  5   4.8 1013 246  7.5 8  5.2  96    0    0 328 -331  1
3900500 3010500  1  7  6   4.7 1013 245  7.1 8  5.1  96    0    0 327 -332  1
3900500 3010500  1  7  7   4.6 1013 248  7.7 7  5.1  97    0    0 320 -332  1
3900500 3010500  1  7  8   4.6 1013 252  6.2 7  5.1  97    0    0 311 -333  1
3900500 3010500  1  7  9   4.5 1014 246  7.2 7  5.1  97    0    0 311 -335  1
3900500 3010500  1  7 10   4.4 1014 250  7.1 7  5.1  97    0   22 312 -338  1
3900500 3010500  1  7 11   4.2 1015 255  6.7 5  5.1  98   28   69 301 -340  1
3900500 3010500  1  7 12   4.0 1015 243  6.3 5  5.0  99   28   93 290 -342  1
3900500 3010500  1  7 13   3.7 1016 241  6.1 6  5.0 100    2   77 296 -344  1
3900500 3010500  1  7 14   4.2 1016 246  5.6 5  5.0 100    0   49 295 -344  1
3900500 3010500  1  7 15   4.6 1016 237  4.5 7  5.1  98    1   49 301 -343  1
3900500 3010500  1  7 16   4.3 1016 224  3.9 5  5.0  97    6   27 300 -340  1
3900500 3010500  1  7 17   3.9 1016 212  3.6 6  4.9  97    0    0 292 -336  1
3900500 3010500  1  7 18   3.8 1016 198  4.0 5  4.9  98    0    0 291 -334  1
3900500 3010500  1  7 19   3.5 1016 188  4.4 7  4.9 100    0    0 295 -332  1
3900500 3010500  1  7 20   3.9 1016 195  4.5 6  4.9  99    0    0 301 -329  1
3900500 3010500  1  7 21   4.0 1016 186  4.5 8  4.9  98    0    0 308 -325  1
3900500 3010500  1  7 22   4.0 1016 160  3.6 8  4.9  98    0    0 321 -324  1
3900500 3010500  1  7 23   3.9 1016 163  3.6 7  4.9  98    0    0 315 -324  1
3900500 3010500  1  7 24   3.6 1016 141  3.4 7  4.9  99    0    0 309 -326  1
3900500 3010500  1  8  1   3.3 1016 143  3.8 6  4.8 100    0    0 300 -327  1
3900500 3010500  1  8  2   3.3 1016 141  4.3 8  4.8  99    0    0 303 -328  1
3900500 3010500  1  8  3   3.3 1015 144  3.9 8  4.8  99    0    0 313 -329  1
3900500 3010500  1  8  4   3.5 1015 139  3.5 7  4.8 100    0    0 305 -330  1
3900500 3010500  1  8  5   3.7 1015 127  4.3 8  4.9 100    0    0 304 -330  1
3900500 3010500  1  8  6   3.5 1014 150  5.2 8  4.8  98    0    0 308 -331  1
3900500 3010500  1  8  7   3.6 1014 139  4.3 7  4.7  96    0    0 301 -332  1
3900500 3010500  1  8  8   2.7 1013 137  4.7 6  4.6  98    0    0 287 -333  1
3900500 3010500  1  8  9   2.3 1012 135  5.4 6  4.5  99    0    0 280 -333  1
3900500 3010500  1  8 10   2.3 1012 143  5.8 7  4.4  99    0   30 288 -334  1
3900500 3010500  1  8 11   2.8 1011 143  5.7 6  4.4  96   16   73 291 -336  1
3900500 3010500  1  8 12   3.7 1011 144  5.8 6  4.4  92   40  102 289 -338  1
3900500 3010500  1  8 13   4.3 1010 149  6.3 8  4.5  88   10   98 306 -341  1
3900500 3010500  1  8 14   4.3 1009 138  6.7 7  4.5  87   20   95 314 -343  1
3900500 3010500  1  8 15   4.1 1008 134  5.6 8  4.5  87    8   63 315 -344  1
3900500 3010500  1  8 16   3.7 1007 126  6.5 7  4.4  87    0   26 314 -342  1
3900500 3010500  1  8 17   3.2 1006 126  7.3 6  4.3  88    0    2 296 -338  1
3900500 3010500  1  8 18   3.0 1004 128  7.4 6  4.3  90    0    0 287 -335  1
3900500 3010500  1  8 19   3.2 1003 136  6.9 7  4.3  89    0    0 296 -335  1
3900500 3010500  1  8 20   3.5 1002 137  6.7 7  4.2  87    0    0 304 -336  1
3900500 3010500  1  8 21   3.4 1002 137  6.9 7  4.2  86    0    0 300 -337  1
3900500 3010500  1  8 22   3.0 1001 143  7.4 7  4.2  88    0    0 290 -338  1
3900500 3010500  1  8 23   2.9 1001 149  6.5 8  4.3  91    0    0 304 -339  1
3900500 3010500  1  8 24   2.9 1000 146  6.4 8  4.4  92    0    0 321 -339  1
3900500 3010500  1  9  1   2.9 1000 155  6.3 8  4.4  93    0    0 322 -339  1
3900500 3010500  1  9  2   2.9 1000 157  6.5 8  4.5  95    0    0 322 -340  1
3900500 3010500  1  9  3   3.1 1000 165  6.6 8  4.6  96    0    0 322 -342  1
3900500 3010500  1  9  4   3.2  999 171  7.8 8  4.7  98    0    0 322 -345  1
3900500 3010500  1  9  5   3.4  999 175  5.8 8  4.8  98    0    0 322 -347  1
3900500 3010500  1  9  6   3.7  999 167  4.5 8  4.9  98    0    0 323 -347  1
3900500 3010500  1  9  7   3.8  999 166  4.6 8  4.9  98    0    0 325 -346  1
3900500 3010500  1  9  8   3.9  999 170  4.9 8  4.9  96    0    0 325 -346  1
3900500 3010500  1  9  9   4.1  999 164  4.8 8  4.9  96    0    0 325 -346  1
3900500 3010500  1  9 10   4.3  999 165  4.8 7  5.0  96    0   30 319 -345  1
3900500 3010500  1  9 11   4.6  999 175  4.9 7  5.1  96    0   42 314 -346  1
3900500 3010500  1  9 12   4.9 1000 178  4.2 7  5.1  95    0   55 315 -346  1
3900500 3010500  1  9 13   5.2 1000 185  4.6 6  5.3  95    0   54 311 -347  1
3900500 3010500  1  9 14   5.6 1000 186  3.7 8  5.4  95    0   34 319 -347  1
3900500 3010500  1  9 15   6.1  999 200  3.8 8  5.5  94    1   53 335 -348  1
3900500 3010500  1  9 16   5.8  999 190  3.5 7  5.5  93    0   15 331 -347  1
3900500 3010500  1  9 17   5.8 1000 191  4.1 7  5.5  94    0    0 325 -347  1
3900500 3010500  1  9 18   5.7 1000 193  3.8 8  5.5  95    0    0 331 -346  1
3900500 3010500  1  9 19   5.5 1000 203  3.2 7  5.5  95    0    0 331 -346  1
3900500 3010500  1  9 20   5.4 1000 187  2.5 7  5.4  95    0    0 324 -346  1
3900500 3010500  1  9 21   5.2 1001 213  3.1 8  5.4  96    0    0 331 -347  1
3900500 3010500  1  9 22   4.9 1001 228  3.6 8  5.3  97    0    0 337 -347  1
3900500 3010500  1  9 23   4.9 1002 226  3.8 8  5.3  97    0    0 337 -347  1
3900500 3010500  1  9 24   4.7 1002 249  3.1 7  5.2  97    0    0 331 -347  1
3900500 3010500  1 10  1   4.7 1003 245  3.1 7  5.2  97    0    0 326 -347  1
3900500 3010500  1 10  2   4.8 1003 245  3.5 7  5.2  97    0    0 325 -347  1
3900500 3010500  1 10  3   4.9 1004 256  3.9 8  5.3  98    0    0 330 -347  1
