Koordinatensystem : Lambert konform konisch
Rechtswert        : 4174500 Meter
Hochwert          : 2863500 Meter
Hoehenlage        : 43 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4174500 2863500  1  7 15   5.8 1006 200  2.5 4  5.0  85   29   70 270 -339  1
4174500 2863500  1  7 16   5.2 1006 190  2.7 5  4.9  87    7   28 273 -339  1
4174500 2863500  1  7 17   4.5 1007 189  1.9 6  4.8  89    0    0 283 -337  1
4174500 2863500  1  7 18   3.8 1007 189  2.9 6  4.8  92    0    0 288 -335  1
4174500 2863500  1  7 19   3.1 1007 190  1.9 5  4.8  98    0    0 281 -334  1
4174500 2863500  1  7 20   3.5 1007 192  2.2 4  4.8  99    0    0 270 -334  1
4174500 2863500  1  7 21   2.7 1007 205  2.8 4  4.7  99    0    0 265 -334  1
4174500 2863500  1  7 22   2.3 1007 222  2.6 4  4.6 100    0    0 262 -334  1
4174500 2863500  1  7 23   2.3 1007 206  2.6 4  4.5 100    0    0 262 -334  1
4174500 2863500  1  7 24   2.1 1007 211  2.4 6  4.5 100    0    0 272 -332  1
4174500 2863500  1  8  1   2.0 1008 220  2.5 7  4.4  99    0    0 288 -330  1
4174500 2863500  1  8  2   1.3 1008 184  2.1 7  4.2  98    0    0 292 -328  1
4174500 2863500  1  8  3   1.5 1008 201  2.2 6  4.1  98    0    0 284 -327  1
4174500 2863500  1  8  4   0.9 1007 240  0.4 6  4.1  98    0    0 277 -326  1
4174500 2863500  1  8  5   0.7 1008 265  1.5 5  4.0  99    0    0 268 -325  1
4174500 2863500  1  8  6   0.8 1008 211  0.9 7  4.0  99    0    0 273 -323  1
4174500 2863500  1  8  7   0.8 1008 190  1.9 4  4.0  99    0    0 265 -321  1
4174500 2863500  1  8  8   0.4 1008 216  2.2 3  4.0  99    0    0 241 -321  1
4174500 2863500  1  8  9   0.6 1008 188  1.1 3  3.9  99    0    7 238 -323  1
4174500 2863500  1  8 10   0.9 1008 179  1.1 5  4.0  98   26   44 253 -326  1
4174500 2863500  1  8 11   2.1 1008 199  2.0 3  4.1  97   63   81 256 -328  1
4174500 2863500  1  8 12   3.3 1008 207  2.5 3  4.3  94   86  104 244 -330  1
4174500 2863500  1  8 13   4.5 1008 238  2.0 3  4.5  89  110  103 244 -333  1
4174500 2863500  1  8 14   5.5 1008 241  2.9 3  4.5  83   78   98 242 -336  1
4174500 2863500  1  8 15   5.5 1008 250  3.2 1  4.4  77   55   70 231 -337  1
4174500 2863500  1  8 16   4.8 1007 221  2.4 2  4.2  77   10   29 234 -334  1
4174500 2863500  1  8 17   2.7 1007 195  2.7 2  4.1  82    0    0 241 -332  1
4174500 2863500  1  8 18   1.3 1007 219  1.8 2  3.9  89    0    0 235 -330  1
4174500 2863500  1  8 19   0.4 1007 217  3.4 1  3.8  94    0    0 227 -329  1
4174500 2863500  1  8 20   0.1 1008 209  3.0 0  3.7  96    0    0 217 -328  1
4174500 2863500  1  8 21   0.0 1008 229  2.4 0  3.7  97    0    0 208 -328  1
4174500 2863500  1  8 22  -0.1 1007 226  3.2 0  3.7  97    0    0 202 -327  1
4174500 2863500  1  8 23  -0.3 1007 222  2.9 1  3.6  96    0    0 202 -327  1
4174500 2863500  1  8 24  -0.1 1007 223  2.1 2  3.6  95    0    0 211 -327  1
4174500 2863500  1  9  1   0.5 1007 234  3.8 6  3.7  95    0    0 245 -326  1
4174500 2863500  1  9  2   0.9 1007 234  4.0 7  3.8  94    0    0 279 -322  1
4174500 2863500  1  9  3   1.1 1007 223  3.6 7  3.8  92    0    0 286 -320  1
4174500 2863500  1  9  4   1.4 1007 226  3.5 8  3.8  91    0    0 293 -321  1
4174500 2863500  1  9  5   1.1 1007 221  3.2 8  3.9  93    0    0 298 -322  1
4174500 2863500  1  9  6   1.5 1007 221  3.8 8  3.9  94    0    0 297 -322  1
4174500 2863500  1  9  7   1.7 1007 219  3.6 8  4.0  93    0    0 297 -323  1
4174500 2863500  1  9  8   1.8 1007 227  3.8 8  4.1  94    0    0 297 -324  1
4174500 2863500  1  9  9   2.3 1007 227  4.0 8  4.1  93    0    1 298 -324  1
4174500 2863500  1  9 10   2.7 1007 241  4.2 8  4.2  92    1   36 298 -322  1
4174500 2863500  1  9 11   3.4 1008 236  4.3 7  4.3  91    0   59 295 -323  1
4174500 2863500  1  9 12   3.9 1008 236  4.2 7  4.4  90    0   58 291 -328  1
4174500 2863500  1  9 13   4.3 1008 235  4.4 7  4.6  89    0   63 293 -333  1
4174500 2863500  1  9 14   4.4 1008 242  4.6 7  4.7  90    0   49 294 -335  1
4174500 2863500  1  9 15   4.7 1008 247  5.4 7  4.7  89    0   44 294 -334  1
4174500 2863500  1  9 16   4.8 1008 253  5.3 8  4.8  89    0   16 299 -332  1
4174500 2863500  1  9 17   4.4 1008 281  4.4 7  4.7  89    0    0 297 -329  1
4174500 2863500  1  9 18   4.4 1008 254  4.5 6  4.6  87    0    0 287 -326  1
4174500 2863500  1  9 19   4.4 1008 249  5.2 7  4.5  86    0    0 286 -324  1
4174500 2863500  1  9 20   4.3 1008 240  4.8 7  4.4  84    0    0 289 -323  1
